year,month,day,provstate,city,latitude,longitude,primary_attacktype,primary_target,target_nationality,primary_group,weaptype1,weapsubtype1,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte
2014,8,28,Kirkuk,Kirkuk,35.514798,44.288161,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,4,0,0
2014,8,28,Baghdad,Baghdad,33.31371,44.504414,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,10,0,0
2014,8,28,Baghdad,Baghdad,33.389836,44.460298,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,7,0,0
2014,8,28,Al Anbar,Fallujah,33.45,43.833333,Armed Assault,Military,Iraq,Unknown,Firearms,Unknown Gun Type,3,0,0,6,0,0
2014,8,28,Saladin,Saba al-Bor,33.462707,44.157787,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,5,0,0
2014,7,29,Saladin,Abasiyah,34.276951,43.801308,Bombing/Explosion,Transportation,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,0,0,0,0,0,0
2014,8,29,Saladin,Tuz Khormato,34.880191,44.612777,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,0,13,0,0
2014,8,29,Saladin,Tuz Khormato,34.880191,44.612777,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",2,0,0,12,0,0
2014,8,29,Saladin,Samarra district,34.192464,43.88616,Bombing/Explosion,Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,3,0,0
2014,8,29,Diyala,Adhaim,34.276147,44.538422,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,3,0,0
2014,8,29,Diyala,Jalawla,34.273484,45.165712,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,3,0,0
2014,8,30,Babil,Yusufiyah,33.078763,44.252749,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,8,0,1,22,0,0
2014,8,30,Baghdad,Baghdad,33.425085,44.397502,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,7,0,0
2014,8,31,Baghdad,Baghdad,33.243095,44.506716,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,6,0,0
2014,8,31,Baghdad,Baghdad,33.277992,44.328386,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,9,0,0
2014,8,31,Saladin,Tarmiyah,33.664076,44.373231,Bombing/Explosion,Military,Iraq,Military Council of the Tribal Revolutionaries (MCTR),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,5,0,0
2014,8,31,Baghdad,Baghdad,33.339688,44.47716,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,5,0,0
2014,8,31,Diyala,Jalawla,34.27361,45.165788,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,2,0,0
2014,8,31,Saladin,Khazraj,34.058006,44.258588,Unknown,Unknown,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,4,0,4,2,0,2
2014,8,31,Al Anbar,Ramadi,33.416615,43.29343,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,6,0,1,9,0,0
2014,8,31,Al Anbar,Ramadi,33.416616,43.29343,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,6,0,1,9,0,0
2014,9,1,Babil,Fadiliyah,32.904772,44.177959,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,2,0,2,0,0,0
2014,9,1,Baghdad,Baghdad,33.277992,44.328386,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,7,0,0,33,0,0
2014,9,1,Baghdad,Baghdad,33.268315,44.34494,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,6,0,0,9,0,0
2014,9,1,Babil,Iskandariyah,32.870514,44.29695,Bombing/Explosion,Terrorists/Non-State Militia,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,2,0,0
2014,9,1,Al Qadisiyah,Diwaniyah,31.989111,44.924744,Bombing/Explosion,Journalists & Media,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,1,Baghdad,Baghdad,33.258493,44.271281,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,9,0,0
2014,9,1,Saladin,Muatasim,34.077841,44.06334,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,NA,0,0,NA,0,0
2014,9,2,Baghdad,Baghdad,33.397222,44.357222,Bombing/Explosion,Educational Institution,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,0,1,0,0
2014,9,3,Saladin,Samarra,34.192319,43.887036,Bombing/Explosion,Terrorists/Non-State Militia,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,10,0,0
2014,9,3,Baghdad,Baghdad,33.423483,44.365908,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,8,0,0
2014,9,4,Baghdad,Baghdad,33.298749,44.4229,Bombing/Explosion,Business,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,6,0,0,17,0,0
2014,9,4,Al Anbar,Ramadi,33.446575,43.274712,Bombing/Explosion,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,3,0,1,6,0,0
2014,9,4,Kirkuk,Kirkuk,35.437331,44.388182,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,17,0,0
2014,9,4,Al Anbar,Amiriyat al-Fallujah,33.164486,43.864934,Bombing/Explosion,Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,7,0,1,6,0,0
2014,9,4,Baghdad,Baghdad,33.381146,44.34494,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,12,0,1,32,0,0
2014,9,4,Diyala,Madain,33.1,44.583333,Assassination,Terrorists/Non-State Militia,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,0,0,0
2014,9,4,Kirkuk,Tal Ali,35.359559,43.667201,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,0,0,0,0,0,0
2014,9,4,Nineveh,Zawiyah,35.878809,43.341739,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,1,0,0,0,0,0
2014,9,4,Nineveh,Zawiyah,35.878809,43.341739,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,1,0,0,0,0,0
2014,9,4,Nineveh,Zawiyah,35.878809,43.341739,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,1,0,0,0,0,0
2014,9,4,Baghdad,Baghdad,33.251279,44.391988,Armed Assault,Religious Figures/Institutions,Iraq,Unknown,Firearms,Unknown Gun Type,1,0,0,1,0,0
2014,9,5,Baghdad,Baghdad,33.251506,44.5078,Bombing/Explosion,Business,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,4,0,0,6,0,0
2014,9,5,Al Anbar,Amiriyat al-Fallujah,33.164486,43.864934,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,3,0,0,4,0,0
2014,9,5,Baghdad,Baghdad,33.333366,44.330751,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,5,0,0
2014,9,5,Baghdad,Baghdad,33.373901,44.536067,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,12,0,0
2014,9,5,Nineveh,Unknown,36.201965,42.298298,Assassination,Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,1,0,0,0,0,0
2014,9,5,Babil,Iskandariyah,32.889677,44.347238,Bombing/Explosion,Terrorists/Non-State Militia,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,4,0,0,7,0,0
2014,9,5,Al Anbar,Fallujah,33.349908,43.78318,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,5,0,0
2014,9,6,Diyala,Nahrawan,33.376824,44.702895,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,8,0,0,10,0,0
2014,9,6,Nineveh,Mosul,36.34,43.13,Unknown,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,1,0,0,0,0,0
2014,9,6,Nineveh,Mosul,36.34,43.13,Unknown,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,1,0,0,0,0,0
2014,9,6,Nineveh,Mosul,36.34,43.13,Assassination,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,1,0,0,0,0,0
2014,9,6,Al Anbar,Fallujah,33.349908,43.78318,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,4,0,0,10,0,0
2014,9,7,Baghdad,Baghdad,33.346826,44.491304,Bombing/Explosion,Government (General),Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,1,0,0,0,0,0
2014,9,7,Baghdad,Baghdad,33.254201,44.505028,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,7,0,0
2014,9,7,Baghdad,Baghdad,33.342064,44.276017,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,8,0,0
2014,9,7,Baghdad,Baghdad,33.344996,44.378287,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,7,Kirkuk,Ranji,35.408537,43.684358,Unknown,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,0,0,0,0,0,0
2014,9,7,Baghdad,Baghdad,33.223716,44.434552,Armed Assault,Terrorists/Non-State Militia,Iraq,Unknown,Firearms,Unknown Gun Type,6,0,0,0,0,0
2014,9,7,Al Anbar,Zaidan,33.244068,44.024115,Armed Assault,Military,Iraq,Al-Naqshabandiya Army,Firearms,Unknown Gun Type,2,0,0,5,0,0
2014,9,7,Nineveh,Mosul,36.34,43.13,Hostage Taking (Kidnapping),Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,150,0,0,0,0,0
2014,9,7,Saladin,Samarra,34.192537,43.886423,Hostage Taking (Kidnapping),Journalists & Media,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,4,0,0,0,0,0
2014,9,8,Saladin,Dhuluiya,34.055475,44.221293,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,17,0,3,170,0,NA
2014,9,8,Al Qadisiyah,Diwaniyah,32.004354,44.935842,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,2,0,0
2014,9,8,Diyala,Husseiniyah,33.54631,44.413457,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,7,0,0
2014,9,8,Diyala,Dariyah,33.087354,44.611213,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,9,0,0
2014,9,8,Baghdad,Baghdad,33.258493,44.271281,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,8,0,0
2014,9,8,Saladin,Dhuluiya,34.05911,44.215907,Armed Assault,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,Unknown Gun Type,4,0,4,0,0,0
2014,9,9,Diyala,Qarghuliyah,33.255727,44.605035,Bombing/Explosion,Terrorists/Non-State Militia,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,0,0,0,0
2014,9,9,Diyala,Sadiyah,34.186255,45.12633,Bombing/Explosion,Government (General),Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,9,Diyala,Sadiyah,34.186255,45.12633,Bombing/Explosion,Government (General),Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,9,Diyala,Sadiyah,34.186255,45.12633,Bombing/Explosion,Government (General),Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,9,Diyala,Sadiyah,34.186255,45.12633,Bombing/Explosion,Government (General),Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,9,Baghdad,Baghdad,33.268296,44.34483,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,7,0,0
2014,9,9,Kirkuk,Kirkuk,35.414596,44.347304,Assassination,Private Citizens & Property,Iraq,Unknown,Firearms,Automatic Weapon,0,0,0,1,0,0
2014,9,9,Saladin,Dhuluiya,34.056581,44.217846,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",1,0,0,1,0,0
2014,9,9,Basra,Basra,30.50133,47.814373,Armed Assault,Government (General),Iraq,Unknown,Firearms,Unknown Gun Type,0,0,0,1,0,0
2014,9,9,Al Anbar,Sejar,33.395471,43.85474,Armed Assault,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,Unknown Gun Type,2,0,0,4,0,0
2014,9,9,Saladin,Samrah,34.744441,43.662071,Hostage Taking (Kidnapping),Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,NA,0,0,NA,0,0
2014,9,9,Al Qadisiyah,Diwaniyah,32.074456,45.054549,Hostage Taking (Barricade Incident),Government (General),Iraq,Unknown,Melee,Unknown Weapon Type,0,0,0,1,0,0
2014,9,10,Baghdad,Baghdad,33.305063,44.488925,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,6,0,1,9,0,0
2014,9,10,Kirkuk,Bashir,35.244366,44.280062,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,10,Kirkuk,Hawijah district,35.316667,43.766667,Facility/Infrastructure Attack,Government (General),Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,0,0,0,0,0,0
2014,9,10,Baghdad,Baghdad,33.314791,44.472378,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,9,0,1,NA,0,0
2014,9,10,Baghdad,Baghdad,33.30533,44.488947,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,14,0,0,35,0,0
2014,9,10,Baghdad,Baghdad,33.325,44.422,Bombing/Explosion,Transportation,Iraq,Unknown,Explosives/Bombs/Dynamite,Sticky Bomb,3,0,0,0,0,0
2014,9,11,Al Qadisiyah,Diwaniyah,31.992147,44.91249,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,3,0,0
2014,9,11,Karbala,Karbala,32.616685,44.033355,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,0,0,0,7,0,0
2014,9,11,Najaf,Najaf,31.996018,44.31461,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,5,0,0,12,0,0
2014,9,11,Baghdad,Baghdad,33.272896,44.299864,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,5,0,0
2014,9,11,Babil,Mahmudiyah,33.061667,44.354167,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,10,0,0
2014,9,11,Kirkuk,Rashad,35.136031,44.087539,Hostage Taking (Kidnapping),Terrorists/Non-State Militia,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,Unknown Gun Type,3,0,0,NA,0,0
2014,9,11,Kirkuk,Rashad,35.136629,44.087225,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,0,0,0,0,0,0
2014,9,11,Baghdad,Baghdad,33.268883,44.347858,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,14,0,0
2014,9,11,Saladin,Tuz Khormato district,34.811952,44.522008,Unknown,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,0,0,0,0,0,0
2014,9,11,Saladin,Tuz Khormato district,34.811952,44.522008,Unknown,Military,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,0,0,0,0,0,0
2014,9,12,Baghdad,Baghdad,33.344174,44.385139,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Vehicle,2,0,0,8,0,0
2014,9,12,Baghdad,Baghdad,33.298749,44.4229,Bombing/Explosion,Business,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,6,0,0
2014,9,12,Baghdad,Baghdad,33.251506,44.5078,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,3,0,0,9,0,0
2014,9,12,Babil,Haswah,32.878462,44.387479,Bombing/Explosion,Police,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Kirkuk,Riyadh,35.270346,43.916745,Hostage Taking (Kidnapping),Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Unknown,NA,NA,0,0,NA,0,0
2014,9,12,Saladin,Jumasah,35.311037,43.198927,Hostage Taking (Kidnapping),Police,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,Unknown Gun Type,1,0,0,0,0,0
2014,9,12,Al Qadisiyah,Saniya,32.066053,44.773577,Bombing/Explosion,Utilities,Iraq,Unknown,Explosives/Bombs/Dynamite,Dynamite/TNT,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Azim,34.275204,44.538339,Bombing/Explosion,Unknown,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Saladin,Tikrit,34.68245,43.549927,Bombing/Explosion,Terrorists/Non-State Militia,Iraq,Al-Naqshabandiya Army,Explosives/Bombs/Dynamite,Vehicle,4,0,1,5,0,0
2014,9,12,Al Anbar,Sejar,33.395471,43.85474,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Al Anbar,Sejar,33.395471,43.85474,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Al Anbar,Sejar,33.395471,43.85474,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Al Anbar,Sejar,33.395471,43.85474,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Al Anbar,Sejar,33.395471,43.85474,Bombing/Explosion,Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,12,Diyala,Sadiyah,34.186255,45.12633,Hostage Taking (Kidnapping),Private Citizens & Property,Iraq,Islamic State of Iraq and the Levant (ISIL),Firearms,Unknown Gun Type,7,0,0,0,0,0
2014,9,13,Saladin,Unknown,34.051489,44.208915,Bombing/Explosion,Transportation,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,Vehicle,1,0,1,0,0,0
2014,9,13,Baghdad,Baghdad,33.223716,44.434552,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,3,0,0
2014,9,13,Baghdad,Baghdad,33.268296,44.34483,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,9,0,0
2014,9,13,Baghdad,Baghdad,33.258237,44.271588,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,2,0,0
2014,9,13,Baghdad,Baghdad,33.251206,44.391813,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,1,0,0,7,0,0
2014,9,13,Baghdad,Baghdad,33.3,44.4,Bombing/Explosion,Private Citizens & Property,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,0,0,0,0,0,0
2014,9,13,Saladin,Dhuluiya,34.05911,44.215907,Bombing/Explosion,Military,Iraq,Unknown,Explosives/Bombs/Dynamite,Unknown Explosive Type,2,0,0,2,0,0
2014,9,13,Saladin,Baiji,34.922853,43.487018,Bombing/Explosion,Business,Iraq,Islamic State of Iraq and the Levant (ISIL),Explosives/Bombs/Dynamite,"Projectile (rockets, mortars, RPGs, etc.)",0,0,0,0,0,0
